gen.0;gen.0;0.274318481;-0.072469124
gen.0;gen.0;-0.340166567;-0.225684017
gen.0;gen.0;0.015375443;-0.123931803
gen.0;gen.0;-0.168683211;-0.388293048
gen.0;gen.0;-0.24810026;-0.199536007
gen.0;gen.0;0.330793209;0.158018231
gen.0;gen.0;-0.058506575;-0.060996948
gen.0;gen.0;0.217628682;-0.031880223
gen.0;gen.0;0.330287847;-0.17768185
gen.0;gen.0;-0.100128916;-0.318687788
gen.0;gen.0;0.284674361;-0.191193644
gen.0;gen.0;-0.097530802;-0.111248709
gen.0;gen.0;0.072341539;0.053252702
gen.0;gen.0;-0.021150678;-0.050490645
gen.0;gen.0;0.095884766;0.031513337
gen.0;gen.0;0.318841111;0.012231905
gen.0;gen.0;-0.137617048;-0.692575362
gen.0;gen.0;0.11831214;0.191145562
gen.0;gen.0;0.406826473;-0.63081672
gen.0;gen.0;-0.05700236;-0.39839741
gen.0;gen.0;0.097238528;0.21087957
gen.0;gen.0;0.076834563;-0.200551488
gen.0;gen.0;-0.306122201;-0.195450859
gen.0;gen.0;-0.271369756;0.012858267
gen.0;gen.0;0.016594293;-0.305752943
gen.0;gen.0;-0.229665017;-0.235896638
gen.0;gen.0;0.375581793;0.096801415
gen.0;gen.0;0.069317758;0.281127839
gen.0;gen.0;0.295685511;0.378684211
gen.0;gen.0;0.518144707;-0.217483066
gen.0;gen.0;0.298173696;0.083317353
gen.0;gen.0;0.161825937;0.005462707
gen.0;gen.0;-0.239187195;0.309360051
gen.0;gen.0;-0.261524231;0.041342819
gen.0;gen.0;-0.112420207;0.230194448
gen.0;gen.0;0.29282302;0.240422904
gen.0;gen.0;0.311187966;-0.02467292
gen.0;gen.0;-0.077532627;-0.268100439
gen.0;gen.0;0.468435804;-0.252859509
gen.0;gen.0;-0.174221711;-0.525195916
gen.0;gen.0;-0.287498135;-0.238294694
gen.0;gen.0;0.349663841;0.071116714
gen.0;gen.0;-0.146454352;-0.406221864
gen.0;gen.0;-0.17945548;0.106911283
gen.0;gen.0;0.092496646;-0.444278581
gen.0;gen.0;0.665845498;-0.083202131
gen.0;gen.0;0.224343537;0.46933278
gen.0;gen.0;0.344949786;0.139399177
gen.0;gen.0;-0.183424204;0.318927394
gen.0;gen.0;0.419267588;0.263926724
gen.0;gen.0;0.36531699;0.146932744
gen.0;gen.0;0.273731929;-0.189707973
gen.0;gen.0;-0.04964665;-0.049301105
gen.0;gen.0;-0.067680222;0.015178924
gen.0;gen.0;-0.20754037;0.157215995
gen.0;gen.0;-0.091333695;0.105754001
gen.0;gen.0;0.102039578;0.303506184
gen.0;gen.0;-0.290758474;-0.107514479
gen.0;gen.0;0.109913062;-0.648770348
gen.0;gen.0;-0.005087889;0.405851826
gen.0;gen.0;-0.103695219;-0.115839145
gen.0;gen.0;-0.132477404;-0.188707184
gen.0;gen.0;0.326765592;-0.100378049
gen.0;gen.0;0.05218924;0.442242325
gen.0;gen.0;-0.157779495;0.229477096
gen.0;gen.0;0.21098459;0.022263662
gen.0;gen.0;-0.026233792;-0.010053516
gen.0;gen.0;0.196206654;0.379540626
gen.0;gen.0;0.178196688;-0.357652724
gen.0;gen.0;-0.007111971;0.20446944
gen.0;gen.0;-0.245806065;-0.05198256
gen.0;gen.0;-0.008974982;0.474684131
